setx,sety,topic,title
10.054321,-0.6371234,9,北京冬奥冬残奥总结表彰大会金句
9.100027,-14.9553995,19,费列罗巧克力涉嫌沙门氏菌感染
-0.8969219,-12.005648,11,江苏已接收上海外转隔离人员5504人
-1.7754873,6.687945,5,北京冬奥冬残奥树立了奥运新标杆
5.5588684,-5.359712,17,XYG
-2.8505867,-6.5047345,3,韩国火鸡面被爆保质期双标
-7.4946785,-3.4470744,8,没有谈过校园恋爱会遗憾吗
-6.7068563,-3.4599323,8,物极必反
-3.0403652,-1.639725,12,网购非必需品让大白爬楼帮送引争议
-2.809278,-6.545579,3,张雨绮13岁就和现在声音一样
-6.9936156,-10.67413,7,无锡公交
4.636675,6.6424885,6,腾讯视频宣布上调会员价格
5.65083,-5.411392,17,泰版流星花园
-7.27796,-3.9323487,8,周深你好星期六预告
-2.722228,-6.184459,3,间谍过家家
0.97560394,-3.1030693,18,宁德疫情
-0.8963942,-11.983332,11,鹿晗曾参加全力以赴闯关节目
-5.8324494,3.2302651,1,谷爱凌说永远忘不了北京冬奥
13.365895,17.880165,13,上海最大方舱医院正式启用
9.852315,-15.805623,19,广州市民黄码需实行七天三检
-5.5157013,2.477887,1,张宁
-12.842902,7.0448494,2,建武汉火神山的工人又建了上海方舱
-6.8481417,-3.6855428,8,2022第100天
-13.162757,-7.532234,14,杨洋说刚从隧道里救出来的泥燕子
9.501302,-14.594024,19,马斯克认为不应帮助人类长寿
-1.7754841,6.6878853,5,上海多家超市卖场恢复营业
-4.136062,13.606917,15,原来在家也能走掉小肚腩
-5.529758,2.9795969,1,汪卓成说我不是来凑热闹的
-7.283664,-3.9307153,8,EXO十周年演唱会金钟仁哭了
-0.8956126,-11.956468,11,山区老人为何笑着领遗像
-0.4210541,1.7231001,0,张艺兴白敬亭檀健次单身但想当爹
-6.198292,2.9370337,1,徐梓童第二次考核最后一名
1.1648295,-3.110306,18,柠檬鸡爪有多上头
-3.0389745,-1.6399615,12,看特战荣耀第八集从头哭到尾
-11.878856,0.0022073472,16,穿衣风格不需要被定义
4.4463286,6.6310315,6,辽宁男篮半决赛对阵广东男篮
9.635189,-0.7459763,9,重庆狼队
-7.6066637,-3.747771,8,北约妄称中国拒绝谴责俄罗斯是严重挑战
1.5757706,-7.5680637,4,刘维伟辞职
-13.462411,-7.0892925,14,张文宏说这一波奥密克戎袭击很快很猛
4.309996,6.1454964,6,神奇动物
-4.7911205,13.56666,15,什么装修也比不上这面墙
-7.1286054,-3.3067818,8,当隔离带瓜没有带水果刀
-0.7749252,-11.612905,11,北京朝阳区新增确诊为外地来京人员
-5.508422,2.7416213,1,CBA半决赛
-0.8963994,-11.983513,11,蔚来整车生产已经暂停
4.664777,6.628638,6,武汉2例无症状感染者活动轨迹公布
-4.779368,14.025288,15,张庭夫妇TST庭秘密被认定为传销
-12.891926,-7.2468696,14,飘雪的日子来看你
-7.161838,-10.969569,7,突然被通知隔离要准备哪些物品
6.8293242,-11.9257145,19,广州上班
-11.880148,0.0009647381,16,总结表彰大会上这些话掷地有声
4.39213,6.590541,6,山西男篮vs辽宁男篮
-5.5157022,2.477887,1,CBA
10.254164,-15.370781,19,西安现有本土确诊病例21例
-13.164982,-7.532777,14,老人大喊救命3位好心人冲上
