setx,sety,topic,title
-5.649112,3.754212,14,争做堪当民族复兴重任的时代新人
10.081664,-3.788745,4,上官婉儿 太平公主
0.15018573,4.412699,1,林奕含
10.205846,-3.85914,4,人民日报论谱写新时代的青春之歌
1.431934,-0.71490496,10,山东蓝翔校长女儿实名揭露合谋内幕
4.224376,-4.843984,19,沉香如屑
-11.676975,3.9526553,15,上海一公寓负责人侵吞防疫保障物资被查
6.703173,7.6191983,0,NASA局长抱怨中国不主动提合作
0.55943197,5.0863657,1,总有一天会和喜欢的人见面
0.026068952,-11.098276,16,重生之门弹幕
5.242937,1.7970498,2,北京朝阳一中学已报告36名学生感染者
1.4314106,-0.71453136,10,泰星tangmo死因系他人过失致死
1.9319537,11.797535,3,重生之门反派智商
-14.589587,-5.574699,8,公司招聘称没有人成功是靠双休
14.712495,8.798251,17,真的建议大家去趟故宫
-0.07405462,-11.735792,16,北京临时管控区沉浸式体验报告
-6.994808,-2.0748425,12,杭州48小时核酸
-0.16590352,-11.628,16,暗恋一个人19年是什么体验
-10.036272,16.059435,18,陕西新增1例外省返回确诊病例
10.865068,1.9209436,11,北京独守车内男子接受总台央视记者采访
0.32644612,-11.451364,16,她是真想让我们甩掉小肚腩
-11.51395,4.073182,15,妻子欲给男网友转50万丈夫气愤阻拦
8.391324,-11.79099,9,陈坤 风起陇西
0.52894694,5.0466294,1,河北迁安疫情
8.458282,-12.130554,9,北京石景山通报1例阳性
10.200592,-3.8564615,4,超级兵四次偷家
4.224376,-4.843984,19,当你有个没分寸感的室友
2.0764208,12.274861,3,教育部称取消初中后的普职分流是误读
-14.091981,-5.6295624,8,关羽骑摩托车
-4.1927705,8.82319,13,学了三年动画做的泡面广告
-5.647675,3.753047,14,上海宝山3名干部因失职渎职被问责
14.875356,8.998671,17,广东人最近别穿这些颜色衣服出街
4.224751,-4.8431115,19,且试天下加更
-6.727174,-9.379782,7,杭州常态化核酸检测政策相关问答
-13.966744,-5.5992765,8,酷云
-6.5864305,-8.991314,7,重生之门剧情紧凑
10.204718,-3.85891,4,9旬孤寡老人被民警照顾14年
8.836773,-11.503285,9,重生之门 开门大吉
15.02671,8.778752,17,特斯拉回应北京机场高速事故
-11.32786,4.0542994,15,腾讯音乐回应网易云
-2.3611765,0.27251923,5,上过天的种子种出的南瓜千奇百怪
4.47896,-4.665146,19,Angelababy演的柳莹是又美又强
-1.6210612,-4.396533,6,颜丙涛
-6.805897,-1.9487482,12,EDG冠军手办
-4.1926804,8.823156,13,驾校教练都是阴阳大师吧
8.466635,-12.151588,9,月薪三千能买什么样的手机
8.642629,-11.44457,9,你多久没看星星了
4.651342,-4.725682,19,且试天下直播
4.8655195,-5.1304264,19,张超女儿说没叫过爸爸说不出口
4.653957,-5.416239,19,千万不要太快开始一段恋爱
5.214519,1.7843418,2,宝宝躺进画中妈妈的肚子里
-6.952803,-2.0799782,12,思政课的本质是讲道理
-14.779495,-5.865082,8,我国每次载人航天任务都有国计民生项目
-11.070203,3.7423728,15,曾江去世
-5.6502905,3.7551718,14,外卖平台在上海16城区开通全城找药
-10.933832,3.705251,15,玩具鱼
0.32049015,-11.602927,16,菜鸟在北京封控区24小时配送
10.257823,1.8572589,11,黄药师
-14.75442,-5.739974,8,女子跳河瞬间被3名医学生死死拽住
0.07769724,-11.782146,16,巴基斯坦总理以巴人民的名义保证严惩凶手
10.801353,1.8321912,11,爸爸意外发现女儿的记仇本被气笑
