setx,sety,topic,title
-1.2861627,11.450987,11,人民日报论奋斗者正青春
10.169442,1.3442879,2,向往的生活暂停播出
-0.4383538,4.54126,13,韦神
10.25738,0.97998,2,祝融号准备在火星越冬
6.5847564,-4.103076,14,9岁女孩打性抑制针半年花十万
-0.41537035,4.784823,13,跳刘畊宏半个月的效果
-0.40991113,5.008918,13,哈佛曾为韦神打破校规
-0.4110264,4.955008,13,用毒蛇的毒毒毒蛇到底会怎样
0.7834877,-2.6644285,0,北大数学院院长谈韦神
-1.7970922,11.805118,11,苹果iPhone14没有mini
-9.068852,9.494796,8,女子奶茶里喝出7厘米出粉机零部件
-3.5262911,-2.404854,9,金泰梨百想视后
5.0664263,7.196267,19,想大口喝矿泉水女孩的双腿保住了
-1.7292185,12.003551,11,6岁男童失踪14天小区地下室发现身亡
3.5500417,0.8163108,1,李俊昊百想视帝
3.5232813,0.8318183,1,按揉1个穴位帮你快速入眠
3.4598053,0.97521335,1,iPhone14参数
3.1538646,-13.609819,17,流星雨
-3.646656,-2.3593667,9,小个子女生有多少困扰
13.21483,-8.831564,10,谢可寅首部电影成为赢家
11.770383,11.495953,15,vox直播
-8.069156,-8.918596,18,侮辱西外女生脱口秀演员发视频道歉
3.7881389,1.0551131,1,周深米卡合作Cityofstars舞台
-2.684108,-7.428127,7,日本在台湾问题上对中国人民负有历史罪责
-5.7373333,2.7311904,3,天赐的声音
-1.1806768,11.853124,11,浙江105岁奶奶喝了100年咖啡
-8.53903,-2.8142822,12,坏掉的水果都去哪了
-8.06916,-8.918675,18,脱口秀演员表演时疑侮辱高校女生
3.8456826,-14.2939415,17,北京昨日筛出5管混采阳性
-0.42345184,4.6957245,13,重生之门 断更四天
3.0167823,-14.28763,17,王牌对王牌张晚意演技爆发力
12.522759,11.372535,15,李易峰工作室回应被起诉
6.48696,-4.059971,14,我也不明白为啥要去露营
-1.3510221,12.101905,11,女子动物园隔玻璃打狒狒引其暴怒撞头
-9.064474,9.488195,8,柳州除了螺蛳粉还能吃什么
-8.072335,-8.918623,18,警方回应山东一美食博主疑似轻生
3.7252724,0.9256222,1,庄文杰用摩斯密码求救
-1.5155234,11.331374,11,海外微信
-9.073066,9.500265,8,高合行车记录仪疑似泄露隐私
5.0621285,7.19363,19,和前男友共友太多是啥体验
0.8076916,-2.6916497,0,在现实生活中说网络用语
-8.062402,-8.877173,18,AI阅读小说有多离谱
12.819594,11.6320715,15,风起陇西Angelababy珍珠落泪
5.066991,7.2021046,19,北京顺义发现3名核酸阳性人员
-3.6487982,-2.3589807,9,第58届百想艺术大赏
0.8222273,-2.7060359,0,中方坚决反对日方炒作所谓中国威胁
3.8203673,-14.769982,17,北京朝阳45家企业防疫不力被通报
-5.900323,3.3044481,3,62岁阿姨瞒着家人献血21年
3.5734515,-13.924221,17,中青宝董事长辞职
2.3500936,-6.9388523,4,汕尾一诈骗团伙冒充白富美骗外国人
12.099137,11.312662,15,庄文杰罗队好默契
0.81667286,-2.700739,0,观光车变身采样车驶进杭州小区
3.154018,-13.609309,17,王牌对王牌
3.7881389,1.0551131,1,金钟大金钟仁将参加2022伦敦韩流音乐节
13.216028,-8.631503,10,北京2男子偷电动车先给车消毒
6.5955095,-4.1133895,14,赵立坚说中国人民永远不会忘记这一天
