setx,sety,topic,title
-6.605158,-7.8039746,19,英雄归来
-7.83782,5.5549693,9,上海市委书记感谢市民作出的贡献
-0.58996904,15.1050415,4,西安实行4天临时社会面管控
-4.0409503,1.3272523,11,神十三回家大概分几步
6.515596,2.7681696,7,华晨宇妈妈
6.647006,-10.109555,14,小红书账号将显示IP属地
-6.8475227,-8.36414,19,爱吃螺蛳粉和蛋糕的都沉默了
-6.628689,-7.7549157,19,睢宁疫情
-6.6064677,-7.800045,19,西安疫情
6.6469846,-10.109316,14,宋亚轩一个和弦弹唱六首歌
6.4461417,-10.256636,14,抖音账号将显示IP属地
-2.4449875,-3.6920264,6,冯绍峰朱棣搂紧怀孕妻子好深情
-2.7510831,-17.486069,3,乳房皮肤局部凹陷或橘皮样改变需警惕
6.5867906,-10.253523,14,上海对因疫情致基本生活困难群众加强救助
13.675266,4.9280767,15,久坐已被世卫列为肠癌高危因素
10.470446,-3.2604454,1,烽火流金
-2.0262344,7.121676,5,天赐的声音
8.870207,14.389184,12,鹿晗EP发行三年半无人破纪录
-0.83705837,15.197922,4,为什么总是突然emo
3.705867,-2.659236,13,水晶哥
-9.552707,-0.8959502,2,娱乐圈放过谁
-4.174816,1.2994765,11,23岁女生被上司迷晕致死案二审维持无期
13.640959,5.3459206,15,周深陈鸿宇哭砂高低音合唱好绝
-0.8351647,15.199128,4,发工资这天连空气都特别甜
13.0829315,5.3589864,15,以前的选秀节目有多欢乐
10.6785555,-3.3631046,1,最强大脑9收官
-9.426511,-0.8560541,2,王哲林
0.08605589,-8.880846,17,广州白云区封控管控区街坊可免费托管爱宠
0.086445265,-8.892245,17,南京将开展全市在校适龄女生免费接种HPV疫苗服务
0.08582828,-8.876925,17,汶川为9到14岁女童免费接种HPV疫苗
-2.0844934,7.4618125,5,高校为3606名学生充饭卡72.12万元
10.605727,-3.2358403,1,难哄即将影视化
4.032063,-2.6377118,13,亲爱的小孩
8.563845,14.364788,12,杨洋和蒋璐霞像孙悟空和菩提老祖
-16.156292,-6.3659105,8,欢迎来到蘑菇屋
-7.129858,-7.659103,19,商丘 疫情防控
-9.962394,-0.8562591,2,年轻的时候一定要多谈恋爱
0.0855955,-8.87273,17,你可以永远相信宫崎骏动漫里的爱情
-3.7056422,1.3758303,11,狼队
-9.445804,12.15747,0,风水宝地青瓦台
-2.0265422,7.1216455,5,江南百景图
-9.462812,12.415096,0,易烊千玺奇迹上线啦
13.675266,4.9280767,15,普京称俄罗斯能源出口必须多元化
-9.696877,12.641176,0,西安全市小区人员非必要不外出
-2.5071714,-3.6863725,6,周五的下午比周末还快乐
3.2495782,7.0517225,16,毕业前毕业后的区别
0.9802615,2.1517596,18,广州地铁 鹅掌坦
-16.324219,-6.7262692,8,欢迎来到蘑菇屋是最穷综艺节目组吧
-9.747606,-1.1670657,2,山东泰山门将失误
-15.849853,-6.3773184,8,沈阳摘星
-15.376149,4.3193326,10,国家安全教育日
