position,count,lng,lat
徐汇区漕溪北路1200号,17,121.4423199132712,31.18852542583787
徐汇区宜山路829号,1,121.41314411810427,31.178032314117033
浦东新区南芦公路19弄,1,121.72014757190551,31.023286936098273
黄浦区瑞金二路33号,1,121.47073574197668,31.224199856856224
静安区永兴路595弄,20,121.47292419386008,31.25727170679925
闵行区莘浜路155号,4,121.38449257403298,31.111219763443966
闵行区龙吴路4221号,21,121.46529569363881,31.09240829729388
徐汇区华发路406弄,30,121.4546052292562,31.133314452909197
徐汇区宛平南路485弄,3,121.45513406170993,31.195965354370287
浦东新区祝桥镇邓一村,1,121.75802138983391,31.141656167988327
普陀区光新路256弄,2,121.43579866442151,31.227151745086644
宝山区大康路1079弄,4,121.42791648272421,31.33965478928693
普陀区宜君路80弄,16,121.43100656384799,31.269840761078466
普陀区石泉东路168弄,15,121.43948081870691,31.26187654864458
普陀区岚皋西路342弄,2,121.42606848862907,31.252245479444415
普陀区石泉东路240弄,1,121.44022758007736,31.262013216451436
宝山区宝林一村,8,121.5097829265622,31.40154207554871
宝山区沈巷杨家宅,1,121.39774437691618,31.342574887145584
奉贤区吴房村,4,121.54164878740929,30.89848223976492
宝山区聚丰园路188弄,18,121.39213266239534,31.320478579119158
嘉定区嘉唐公路169弄,3,121.21767670184676,31.436746543333744
闵行区普乐路333弄,20,121.43125898769628,31.119885109199203
闵行区虹梅南路1781弄,33,121.45100113771963,31.0750524116448
松江区泽悦路326弄,25,121.25220487073379,31.109582738490765
松江区九亭中心路503弄,2,121.33251221552865,31.12063873098126
松江区沪亭北路618弄,24,121.32251012265836,31.154279221671437
松江区沪松公路2517弄,21,121.29106592641763,31.119875216472305
浦东新区听达路325弄,2,121.76242596141043,31.074108824907537
宝山区淞兴西路268号,7,121.49267874049944,31.37268953100946
嘉定区曲江路100弄,23,121.35194202472618,31.26110986246522
嘉定区嘉绣路955弄,1,121.28595115450493,31.317533340593105
嘉定区红卫村,1,121.27259505835202,31.3801553396772
嘉定区海蓝路98弄,28,121.3549480244542,31.266979886801508
宝山区泗塘一村,43,121.46039983877887,31.3447274291945
嘉定区宝安公路3705弄,29,121.31343876412694,31.34530537957466
嘉定区龙湖郦城1509弄,1,121.2615202090417,31.332220818082977
普陀区交通西路48弄,7,121.45470044964026,31.260771932055423
徐汇区龙华西路20号,2,121.45964400452277,31.177237829756397
徐汇区柳州路460号,20,121.42982717854393,31.17844206644702
嘉定区裕民南路336弄,13,121.28227079683055,31.341135205216897
宝山区庆安一村,6,121.44263836257448,31.413692289173817
宝山区高跃路133弄,17,121.47927341720461,31.324680216643554
宝山区德都路399弄,11,121.43004690407167,31.42594167453572
宝山区宝钢十一村,10,121.49100349055391,31.416258136127276
宝山区长白山路633弄,6,121.35945922489476,31.34721885085344
嘉定区和静路1060号,1,121.1681690190892,31.307468898382666
嘉定区樱花街116弄,5,121.28794386561772,31.333233829777914
嘉定区沈徐路129弄,8,121.2714486408602,31.325392707117274
嘉定区宝翔路560弄,26,121.3261381091215,31.316082937041053
闵行区报春路399弄,13,121.39523900284885,31.129921826050932
嘉定区菊园新区棋盘路998弄,1,121.26349351675547,31.403234867051566
闵行区虹梅南路1578号,7,121.4341264687147,31.122749396266173
嘉定区宝安公路李家村,4,121.25358430867492,31.337591111913785
松江区沪亭南路751弄,36,121.34149077910088,31.124419269110113
松江区九新公路180弄,7,121.28941205614322,31.038333473626096
闵行区普联路150弄,1,121.38861193361008,31.118842580087428
闵行区紫星路1588号,3,121.45247202316165,31.025926094456732
闵行区浦江镇知新村,1,121.52477339975995,31.114400591694558
金山区恒康路258弄,1,121.3446966518049,30.863644327386243
闵行区繁安路59弄,16,121.40072001391798,31.067675357313192
闵行区江川路1552号,1,121.38118438433138,31.000616517218173
松江区同利路59号,12,121.32242909550136,31.11506181759664
宝山区友谊四村,1,121.50773155609961,31.399942105344937
虹口区虹湾路55弄,36,121.48246132379842,31.318409464107344
浦东新区浦三路12弄,27,121.51782779138736,31.202722003983574
徐汇区龙水南路336弄,12,121.45975305881169,31.159515742334637
浦东新区五莲路759弄,30,121.59750147147548,31.27622727445048
徐汇区宜山路670号,1,121.42583609699365,31.18185464291168
闵行区莲花南路425弄,1,121.41918935486423,31.106777878590538
闵行区陈南路386号,1,121.50703662695707,31.09532189313861
浦东新区花木路718弄,9,121.55608752136283,31.216629374663967
浦东新区台儿庄路579弄,12,121.60291618759797,31.26203937700827
静安区平型关路300弄,16,121.47089770646012,31.276249264493522
嘉定区宝乐路58弄,7,121.29508395713322,31.336250900001414
徐汇区梅陇三村,13,121.42363237391658,31.14370192010982
长宁区延安西路649弄,7,121.43589406446668,31.22156162976682
普陀区真南路1051弄,9,121.38529269475072,31.27528192917823
静安区沪太路1329弄,8,121.43027983469041,31.288211697540028
青浦区徐泾镇杨巷西区,1,121.27300441617292,31.17970352081271
嘉定区徐行和桥村,3,121.33578887470684,31.42342416569669
宝山区菊太路1399弄,14,121.36135069697657,31.351930581232537
松江区陆家圈路63弄,4,121.30226608934659,31.092005745792893
徐汇区华泾路880弄,22,121.45447120207412,31.125287309951997
闵行区华茂路1036号,1,121.35623844031929,31.147342377053093
松江区洞宁路655弄,18,121.28266129023574,31.08063834727173
松江区淀浦河路399弄,6,121.33834284710227,31.132750646412344
松江区南期昌路458弄,9,121.23278467340522,31.03133601058928
松江区方塔北路618号,3,121.25475309397395,31.02738037353822
松江区博安路32弄,5,121.31800062899826,31.143261495294794
松江区九亭镇庄家村,3,121.32685792132665,31.137603398022964
